TDS,Turbidity,pH,Temperature,Humidity,Result
30.38,83.25,4.49,13.94,65.72,Medium
368.28,60.58,6.74,63.73,44.78,Medium
58.6,76.93,0.75,71.95,33.04,Medium
353.32,28.6,5.38,75.66,39.17,Medium
337.25,83.54,3.59,78.12,55.98,Medium
332.3,26.97,1.52,24.88,49.6,Medium
226.77,66.62,2.9,57.93,40.64,Medium
144.01,0.93,4.66,62.34,78.42,Medium
65.14,27.06,0.04,50.66,51.63,Medium
261.24,70.62,7.7,19.33,89.63,Medium
306.91,89.71,5.07,54.02,83.0,Medium
481.79,15.09,4.76,46.47,80.37,Medium
439.98,94.55,4.48,29.03,71.24,Low
448.2,23.28,2.88,47.64,15.23,Medium
424.07,89.01,3.15,99.05,92.18,Medium
214.09,43.96,1.45,75.35,97.18,Medium
54.11,34.61,7.22,12.32,75.08,Medium
490.95,75.31,7.22,25.58,94.93,Low
145.86,1.84,3.24,92.77,64.68,Medium
462.65,98.96,3.05,6.29,5.69,Medium
75.89,65.2,6.49,28.84,19.28,Medium
427.25,30.29,0.63,80.13,37.72,Medium
24.48,66.9,2.6,23.02,45.83,Low
293.94,24.75,3.69,71.26,5.67,Medium
366.36,11.77,0.61,80.79,29.66,Medium
336.29,31.25,7.99,22.84,72.89,Medium
240.8,81.75,6.32,10.97,3.89,Medium
480.67,53.6,5.76,80.17,97.04,Medium
130.72,97.64,3.73,79.06,27.89,Medium
323.46,5.19,1.95,35.45,89.59,Medium
79.58,62.28,7.25,16.5,37.17,Medium
478.89,16.89,5.51,34.49,22.84,Medium
356.5,43.72,1.63,67.8,2.8,Medium
227.64,18.45,1.78,39.78,51.79,Medium
0.16,9.33,3.81,26.33,44.31,Low
347.46,93.81,7.14,16.69,64.89,Medium
246.32,95.21,6.38,52.89,88.67,Medium
353.31,32.55,1.62,2.32,85.87,Medium
220.64,5.7,4.88,45.74,20.84,Medium
441.64,53.19,3.04,78.2,5.11,Medium
241.22,12.38,6.1,19.39,9.72,Medium
399.59,92.9,2.51,77.77,77.57,Medium
409.36,2.72,5.92,21.32,55.76,Low
135.65,20.22,0.99,31.39,44.26,Medium
420.85,59.16,2.15,64.63,25.91,Medium
429.7,73.41,4.98,76.31,48.87,Medium
337.61,30.46,3.76,97.53,57.59,Medium
407.32,80.94,0.89,65.59,27.65,Medium
167.83,89.66,6.74,18.28,12.58,Medium
216.96,89.46,2.01,84.58,46.2,Medium
138.67,77.41,0.45,41.57,19.59,Medium
126.17,50.37,7.4,99.6,15.91,Medium
157.57,58.25,4.74,59.07,59.27,Medium
26.58,51.33,6.27,43.31,76.01,Medium
384.19,56.23,3.03,40.69,74.67,Medium
81.22,69.21,4.23,31.18,96.24,Medium
403.84,80.59,0.8,4.26,76.51,Medium
150.82,93.55,6.94,91.18,74.05,Medium
228.28,65.3,4.0,86.51,68.37,Medium
100.57,72.69,4.78,21.39,65.5,Low
493.03,42.01,7.0,10.54,88.8,Medium
144.57,81.32,3.9,1.71,55.77,Medium
367.3,50.39,2.15,57.17,89.29,Medium
122.83,58.64,7.09,89.38,75.82,Medium
53.31,31.63,4.31,82.21,38.22,Medium
242.65,46.49,0.2,53.5,34.52,Medium
298.49,12.51,3.56,37.32,54.45,Medium
167.06,82.01,4.8,75.48,42.19,Medium
351.08,23.43,4.72,88.05,56.81,Medium
313.6,7.11,4.55,81.08,67.25,Medium
405.37,83.41,6.57,6.44,7.59,Medium
236.54,34.24,2.16,69.06,30.89,Medium
57.82,87.69,2.16,90.6,91.02,Medium
103.22,23.8,7.95,80.4,21.49,Medium
402.72,59.29,6.12,43.11,75.72,Medium
86.32,55.37,6.6,8.34,39.12,Medium
86.38,37.55,1.65,84.39,93.18,Medium
336.91,75.45,7.24,49.52,45.01,Medium
294.06,55.38,4.29,0.96,90.8,Medium
17.94,52.12,6.31,75.98,25.63,Medium
247.31,70.3,5.24,68.34,67.65,Medium
33.63,66.8,0.86,60.48,64.69,Medium
41.44,17.7,6.17,27.07,19.95,Medium
125.79,99.41,1.58,26.54,80.67,Low
160.1,23.62,7.03,44.59,50.46,Medium
106.37,46.96,2.09,41.69,70.51,Medium
388.66,98.84,0.76,56.58,27.21,Medium
368.83,19.2,2.14,38.93,99.99,Medium
82.77,74.14,3.01,68.72,38.6,Medium
87.04,7.07,7.63,37.39,19.32,Medium
160.09,25.03,5.44,95.32,33.76,Medium
83.5,33.56,6.25,25.13,53.84,Medium
408.4,71.82,7.0,69.73,40.21,Medium
37.36,35.78,7.32,8.13,66.94,Medium
94.74,46.48,6.88,84.08,2.22,Medium
161.7,14.28,5.99,49.57,21.42,Medium
371.46,20.11,7.05,53.27,81.22,Medium
380.55,82.17,6.92,80.81,11.37,Medium
133.93,68.76,1.6,36.3,39.19,Medium
141.33,38.75,4.08,84.45,57.3,Medium
218.32,26.87,7.78,28.04,40.74,Medium
390.88,18.21,0.57,18.53,59.47,Medium
178.49,41.04,2.21,54.19,49.35,Medium
34.44,53.21,0.79,24.14,24.59,Low
0.56,0.37,2.52,7.91,80.79,Medium
386.19,80.46,2.06,97.02,68.39,Medium
21.79,52.18,1.01,38.14,11.08,Medium
117.41,63.26,6.91,32.89,38.34,Medium
420.79,39.28,6.31,81.23,33.65,Medium
116.64,15.61,1.82,31.98,36.44,Medium
428.96,80.05,5.2,40.58,28.85,Medium
23.06,63.6,2.77,6.85,52.54,Medium
89.45,92.39,1.01,74.38,6.18,Medium
375.21,61.06,6.02,98.61,34.46,Medium
472.48,32.14,4.21,23.49,69.59,Medium
175.68,96.78,6.79,63.86,21.39,Medium
100.96,19.23,6.17,67.61,67.7,Medium
345.92,51.07,2.2,21.1,26.12,Medium
120.07,27.05,2.03,16.13,43.23,Medium
336.96,25.67,7.53,22.72,48.74,Medium
440.02,87.53,4.37,47.53,24.69,Medium
99.18,3.02,6.5,23.38,20.55,Low
1.28,14.25,3.26,95.68,84.37,Medium
19.72,45.62,7.96,5.51,35.55,Medium
381.92,37.26,5.91,67.97,93.71,Medium
82.64,93.06,2.93,80.26,29.74,Medium
356.32,12.83,7.95,80.87,39.53,Medium
201.01,56.51,3.81,2.79,38.15,Medium
201.59,11.93,7.14,18.57,97.38,Medium
34.54,90.02,2.72,57.47,0.54,Medium
20.61,12.31,4.25,93.89,71.53,Medium
132.37,15.33,7.85,14.92,56.81,Medium
315.55,87.39,1.5,69.22,82.42,Medium
179.86,30.9,0.34,42.75,31.73,Medium
246.29,74.66,7.54,79.6,12.65,Medium
72.39,87.82,0.19,85.39,90.54,Medium
137.47,9.49,6.95,78.48,76.19,Medium
404.06,48.33,7.58,4.39,37.14,Medium
199.09,71.84,5.96,57.82,37.72,Medium
424.81,4.74,5.8,91.97,38.53,Medium
211.55,63.3,1.93,48.57,23.47,Medium
68.41,66.27,6.8,26.23,28.76,Low
36.67,49.82,3.61,73.34,98.1,Medium
46.13,19.76,5.63,41.72,95.32,Medium
272.65,88.46,1.51,62.72,38.94,Medium
44.17,38.25,6.1,52.94,93.07,Medium
432.78,86.89,6.58,8.03,75.24,Medium
447.11,63.9,2.78,23.0,58.23,Low
292.22,8.72,3.02,42.4,77.53,Medium
5.54,11.07,6.18,49.78,41.18,Medium
156.8,67.2,7.73,26.4,36.36,Medium
173.17,83.36,3.21,36.47,71.13,Medium
494.46,72.89,7.77,87.35,14.94,Medium
141.3,3.79,5.55,91.92,74.14,Medium
78.69,72.16,5.54,74.36,56.19,Medium
298.98,87.06,4.73,47.84,20.44,Medium
314.83,25.1,4.86,16.36,50.92,Medium
91.35,85.98,0.29,15.81,12.81,Medium
409.23,73.49,1.16,67.22,60.57,Medium
137.41,67.71,7.03,60.32,42.89,Medium
371.8,26.17,1.82,73.55,24.12,Medium
396.33,95.72,2.95,53.51,56.44,Medium
339.17,36.94,5.13,92.82,83.72,Medium
260.8,0.76,0.17,64.24,86.66,Medium
174.68,15.63,6.87,44.88,59.96,Medium
243.28,73.32,4.85,15.32,87.0,Medium
348.59,86.01,7.19,39.15,11.73,Medium
40.28,66.05,7.57,28.32,0.08,Medium
382.43,80.77,1.32,11.55,46.77,Medium
137.71,55.5,0.5,79.95,7.02,Medium
499.86,58.33,0.65,55.29,45.83,Medium
230.63,57.92,3.82,28.53,24.49,Medium
219.21,3.1,5.5,72.8,47.26,Medium
218.2,98.21,4.09,84.52,13.93,Medium
161.11,3.33,1.17,33.04,79.9,Medium
169.43,3.91,2.7,12.02,49.45,Medium
426.18,71.34,1.62,28.11,61.26,Low
491.48,10.74,3.47,22.79,0.16,Medium
109.89,55.65,7.5,27.83,31.78,Low
54.93,18.64,3.4,49.08,70.41,Medium
372.38,35.09,5.93,49.51,86.33,Medium
240.96,43.11,3.27,63.11,62.35,Medium
174.59,97.61,3.1,82.31,6.81,Medium
238.51,26.97,4.93,24.43,83.61,Medium
153.26,38.36,0.94,77.59,2.44,Medium
18.06,52.94,7.91,89.65,78.2,Medium
74.14,42.77,7.5,20.12,30.24,Medium
8.4,58.4,6.73,33.46,61.26,Medium
295.95,89.06,4.64,6.29,31.84,Medium
492.74,63.99,3.54,98.24,51.26,Medium
374.44,57.64,3.11,45.18,20.8,Medium
32.85,80.13,6.01,94.71,34.04,Medium
467.03,18.57,2.07,50.01,13.89,Medium
176.16,99.68,5.4,4.63,46.84,Medium
400.51,91.48,7.13,92.56,42.28,Medium
95.99,71.87,5.51,56.19,72.15,Medium
59.87,86.83,1.38,75.49,44.26,Medium
286.64,16.44,0.28,96.04,29.72,Medium
333.95,81.7,1.47,51.91,33.98,Medium
359.48,36.22,4.29,18.89,5.09,Medium
391.75,32.82,4.51,31.87,27.06,Medium
447.9,99.81,0.14,91.37,9.71,Medium
130.36,1.62,2.43,69.06,30.29,Medium
455.31,53.66,7.27,12.36,14.84,Medium
499.49,87.51,3.36,4.79,34.14,Medium
403.56,33.46,5.97,30.62,61.7,Medium
454.89,23.65,1.43,99.85,87.17,Medium
201.92,81.28,0.9,36.01,29.34,Medium
88.67,55.39,1.1,47.89,15.2,Medium
428.87,1.9,2.75,34.75,75.06,Medium
469.09,69.81,3.94,0.3,8.38,Medium
423.92,55.31,5.95,26.95,64.99,Low
279.17,32.14,1.33,91.57,49.93,Medium
398.17,75.64,0.27,65.05,55.33,Medium
240.02,52.19,1.91,6.56,3.83,Medium
122.76,80.06,4.95,4.43,61.4,Medium
437.95,12.79,0.38,6.26,39.65,Medium
256.71,9.18,3.06,69.65,30.84,Medium
190.58,10.98,1.57,14.23,79.41,Medium
235.08,88.05,1.6,57.36,76.23,Medium
198.34,26.63,7.66,55.16,1.26,Medium
301.21,52.71,7.9,82.2,83.23,Medium
38.08,52.98,6.35,29.78,73.04,Medium
231.66,49.55,7.46,81.6,87.07,Medium
317.72,44.33,4.61,99.38,63.37,Medium
223.45,18.3,3.02,68.46,34.74,Medium
313.71,28.85,7.8,14.28,75.12,Medium
96.09,6.8,2.04,52.86,59.15,Medium
0.22,6.51,7.21,43.5,18.37,Medium
475.05,60.77,4.61,8.1,58.55,Medium
90.76,5.09,7.73,30.94,86.48,Medium
154.88,74.85,5.55,37.58,91.07,Medium
298.71,1.7,5.15,77.44,1.42,Medium
392.05,11.12,4.26,50.05,70.32,Medium
292.53,44.87,2.37,9.0,96.87,Medium
166.42,76.53,2.11,88.88,90.66,Medium
397.36,92.11,4.73,15.4,0.56,Medium
270.88,54.25,0.46,35.86,93.42,Medium
351.6,83.5,7.34,70.52,12.47,Medium
123.18,39.1,6.55,23.51,73.94,Medium
491.1,72.49,5.16,91.74,4.64,Medium
151.98,28.48,1.53,22.74,56.97,Medium
321.38,38.61,4.72,53.83,62.66,Medium
101.69,57.94,0.22,4.12,88.03,Medium
378.84,22.79,4.37,78.03,27.56,Medium
167.65,66.98,0.78,52.87,65.47,Medium
47.69,48.63,3.8,56.49,46.88,Medium
73.83,70.5,5.97,70.03,44.9,Medium
343.04,11.3,2.13,82.53,89.04,Medium
167.53,93.34,2.84,37.12,7.67,Medium
106.14,91.0,2.76,27.03,50.59,Low
182.78,79.67,0.29,74.02,64.52,Medium
406.11,82.08,0.07,57.18,11.03,Medium
343.53,87.64,5.11,55.49,79.26,Medium
13.5,72.93,6.18,60.22,11.95,Medium
472.68,45.04,2.96,3.06,71.82,Medium
484.08,83.25,0.96,86.16,22.33,Medium
89.77,7.05,4.42,44.94,97.16,Medium
461.43,88.05,0.94,50.33,56.31,Medium
263.33,26.17,4.31,42.12,43.0,Medium
494.56,9.7,5.93,53.37,97.82,Medium
400.36,94.41,1.33,96.66,41.05,Medium
421.77,58.97,1.99,98.72,3.92,Medium
482.61,64.47,1.44,73.57,51.3,Medium
250.65,65.85,2.77,83.18,45.96,Medium
437.62,72.72,0.83,18.02,32.84,Medium
371.79,28.97,6.59,93.1,20.79,Medium
408.69,72.39,6.99,0.1,47.05,Medium
108.29,99.92,2.82,36.41,64.54,Medium
499.79,17.23,2.17,98.5,91.03,Medium
236.6,11.72,1.74,51.66,3.21,Medium
344.07,60.47,5.6,66.26,46.61,Medium
8.79,80.4,7.33,33.45,69.53,Medium
334.42,1.78,6.31,29.33,9.62,Medium
122.54,87.09,7.66,94.15,62.78,Medium
218.22,34.99,5.78,93.56,11.87,Medium
208.5,0.29,5.3,74.82,95.43,Medium
113.95,42.1,4.6,30.1,82.71,Medium
389.66,31.48,3.61,78.81,83.09,Medium
334.85,81.73,2.44,94.59,50.97,Medium
399.82,39.18,4.92,30.24,24.74,Medium
206.29,30.87,7.79,8.84,34.16,Medium
232.72,44.43,1.48,0.52,63.45,Medium
20.15,34.85,2.48,66.19,29.95,Medium
405.77,76.46,1.98,9.81,66.44,Medium
293.72,64.87,1.64,58.73,85.2,Medium
496.58,18.88,1.54,90.28,29.82,Medium
298.65,99.95,0.4,34.37,35.28,Medium
414.78,1.32,5.03,3.14,18.49,Medium
242.04,29.73,7.65,85.31,27.68,Medium
102.67,18.37,1.56,11.24,13.37,Medium
168.58,33.3,0.94,27.38,60.76,Medium
336.9,32.81,7.44,32.85,26.9,Medium
245.17,82.01,5.56,89.39,42.07,Medium
347.66,66.72,3.6,12.06,79.9,Medium
230.86,83.67,0.93,41.47,81.18,Medium
219.59,41.79,3.8,57.06,66.49,Medium
138.65,10.6,4.6,76.51,4.71,Medium
278.71,75.55,1.23,33.42,89.61,Medium
295.49,35.91,0.74,8.08,3.45,Medium
438.9,93.26,4.3,63.37,71.45,Medium
97.18,97.28,3.94,2.43,29.98,Medium
64.07,86.56,2.23,78.68,21.88,Medium
300.55,50.49,7.29,87.55,86.11,Medium
255.15,41.62,7.63,94.24,58.85,Medium
191.16,19.92,5.49,70.1,42.67,Medium
447.69,39.61,5.6,31.29,72.6,Medium
13.72,96.02,1.38,16.83,59.35,Medium
413.4,19.79,3.43,32.83,86.49,Medium
476.34,57.95,4.94,24.21,21.76,Low
93.44,29.25,7.5,79.09,58.56,Medium
332.42,31.13,2.91,10.8,43.01,Medium
103.53,59.72,3.84,53.71,22.19,Medium
37.45,28.36,7.92,24.29,70.58,Medium
433.64,46.3,1.64,10.32,19.51,Medium
194.83,29.78,3.78,97.78,90.72,Medium
64.24,28.92,7.67,27.25,52.69,Medium
460.24,27.14,2.07,22.69,74.59,Medium
210.98,63.68,6.38,72.24,60.05,Medium
218.9,40.96,5.63,34.97,99.37,Medium
468.34,60.7,1.56,39.91,55.27,Medium
228.07,13.17,2.56,49.48,46.14,Medium
378.31,82.85,4.46,47.01,34.54,Medium
161.71,17.06,0.22,46.85,71.47,Medium
498.8,96.05,6.83,59.22,33.5,Medium
58.33,50.13,1.63,2.19,10.99,Medium
220.11,59.44,1.13,60.31,18.58,Medium
432.34,97.26,4.9,45.84,62.53,Medium
44.98,5.53,3.91,63.92,99.29,Medium
68.8,30.39,0.71,24.67,30.44,Medium
118.93,55.66,7.52,30.87,7.45,Medium
243.58,82.64,6.96,80.76,16.6,Medium
10.29,71.34,4.03,23.54,20.27,Low
70.42,91.21,3.78,15.98,29.16,Medium
326.59,5.18,3.85,35.89,11.32,Medium
185.25,59.69,6.89,2.18,35.55,Medium
319.2,25.76,1.81,22.06,62.31,Medium
390.78,27.26,5.94,84.97,95.09,Medium
399.98,78.86,1.64,22.35,8.81,Medium
69.83,36.11,6.62,18.16,39.96,Medium
257.53,89.59,2.45,8.13,43.13,Medium
49.34,7.23,7.45,71.2,2.73,Medium
430.61,94.58,2.45,36.47,80.11,Medium
142.17,75.18,0.23,60.06,88.47,Medium
192.19,45.67,5.89,2.1,10.93,Medium
107.88,25.55,5.79,64.62,36.05,Medium
268.94,17.57,0.51,28.92,66.63,Medium
359.73,89.2,3.04,21.22,65.61,Medium
252.53,79.74,5.68,79.8,34.95,Medium
90.48,41.98,7.21,42.18,80.09,Medium
399.18,49.95,6.03,24.59,54.83,Medium
252.98,13.41,1.8,80.73,78.22,Medium
349.74,70.87,0.09,92.87,76.27,Medium
29.34,62.4,5.44,35.41,68.43,Medium
6.2,54.16,3.34,71.11,6.34,Medium
337.9,14.15,4.03,4.08,63.18,Medium
379.35,82.56,5.16,19.24,42.08,Medium
285.95,32.24,0.23,83.78,14.06,Medium
429.12,69.71,6.47,76.66,93.97,Medium
120.0,22.91,7.01,52.21,87.79,Medium
276.92,10.1,6.89,54.82,53.06,Medium
316.09,10.73,2.11,80.82,93.95,Medium
389.72,26.43,6.91,93.06,76.15,Medium
456.58,48.21,4.05,30.38,51.49,Medium
382.53,65.26,7.83,93.03,22.89,Medium
175.5,80.99,4.64,54.15,49.27,Medium
75.66,59.26,1.03,10.3,98.5,Medium
326.64,26.3,5.73,45.12,84.33,Medium
470.02,24.37,7.56,68.28,25.63,Medium
170.76,28.67,7.93,40.34,12.53,Medium
434.15,83.9,2.88,51.5,15.72,Medium
322.05,89.88,7.55,4.88,98.25,Medium
432.81,97.48,0.9,9.38,42.91,Medium
436.86,90.17,1.41,71.93,11.71,Medium
356.35,16.99,3.41,8.61,52.44,Medium
45.34,79.79,5.78,17.46,6.37,Medium
102.48,8.48,2.81,70.44,79.61,Medium
189.51,91.11,4.22,87.23,54.72,Medium
57.6,45.67,2.06,66.82,32.31,Medium
240.52,59.77,2.19,37.18,59.7,Medium
104.23,36.18,4.07,16.77,94.9,Medium
108.57,88.46,3.6,67.46,34.77,Medium
248.47,22.2,6.13,21.48,70.67,Medium
238.78,96.63,2.62,5.98,28.53,Medium
188.54,2.33,1.17,58.43,97.74,Medium
240.53,6.09,0.99,45.25,63.01,Medium
12.27,59.15,4.23,21.5,34.53,Low
78.98,29.57,0.62,47.07,69.99,Medium
95.21,46.53,3.59,99.09,66.91,Medium
48.65,38.47,6.03,47.19,69.72,Medium
489.98,52.19,1.65,87.17,23.31,Medium
296.43,38.74,5.98,62.14,59.77,Medium
257.69,11.58,1.52,78.25,50.5,Medium
170.13,47.14,6.01,66.16,40.38,Medium
113.09,39.97,2.68,72.07,58.42,Medium
423.59,36.29,0.87,71.11,79.02,Medium
420.29,86.93,2.45,66.14,32.75,Medium
450.55,32.48,1.87,60.22,47.93,Medium
207.03,66.75,2.29,75.01,64.88,Medium
111.95,89.42,2.25,17.63,70.9,Medium
88.22,58.42,2.5,81.35,29.83,Medium
371.75,55.17,5.85,3.31,54.91,Medium
455.3,61.22,2.09,96.14,35.64,Medium
397.91,76.07,5.98,11.46,75.58,Medium
43.52,97.43,7.57,57.03,91.07,Medium
170.18,18.13,5.84,95.74,30.57,Medium
14.05,72.02,5.55,50.33,61.54,Medium
28.32,10.78,2.77,11.01,87.95,Medium
499.67,58.96,4.57,61.98,29.7,Medium
197.83,3.95,2.86,70.64,58.1,Medium
162.22,62.7,5.47,7.71,83.36,Medium
322.13,55.71,4.54,53.42,21.63,Medium
474.16,85.86,2.16,60.7,74.22,Medium
109.06,7.68,1.88,24.88,68.23,Low
12.02,97.03,1.16,87.7,43.68,Medium
287.5,50.05,3.22,73.9,3.14,Medium
383.96,53.29,7.94,79.43,79.47,Medium
347.09,3.67,0.46,22.89,3.76,Medium
202.96,83.97,4.22,26.87,67.51,Medium
179.92,85.93,1.84,33.31,41.43,Medium
357.49,65.08,5.97,12.05,31.95,Medium
274.54,8.91,7.54,40.46,45.06,Medium
167.61,24.4,0.22,32.72,17.46,Medium
21.4,30.5,4.71,37.33,33.07,Medium
69.5,82.37,0.7,89.75,19.34,Medium
253.63,78.06,4.06,15.7,58.18,Medium
127.64,15.65,5.32,50.49,54.46,Medium
19.9,84.32,4.47,27.5,98.89,Low
447.77,23.84,6.92,5.16,9.0,Medium
44.57,55.06,7.51,74.0,76.09,Medium
23.56,41.9,5.27,98.26,24.73,Medium
165.1,16.11,0.8,27.31,39.48,Medium
466.36,76.27,4.87,77.35,7.22,Medium
408.4,20.86,6.64,39.86,81.42,Medium
313.69,30.35,5.41,87.81,43.04,Medium
42.08,24.03,0.14,77.16,43.52,Medium
237.82,15.43,5.05,32.9,56.49,Medium
299.43,91.85,6.02,46.71,39.96,Medium
275.43,48.94,6.58,11.43,82.29,Medium
59.11,49.35,0.56,62.43,59.06,Medium
375.83,59.15,4.21,68.75,56.08,Medium
428.48,39.25,4.34,25.1,97.43,Medium
94.69,57.44,0.75,28.52,31.88,Low
132.27,5.44,0.21,31.5,77.06,Medium
99.54,1.99,1.93,15.97,6.92,Medium
239.77,5.97,3.24,49.37,68.55,Medium
232.48,94.22,7.13,83.59,94.4,Medium
434.71,48.25,6.95,38.05,55.1,Medium
390.43,41.07,5.51,56.5,5.58,Medium
6.67,59.72,4.25,14.73,43.05,Medium
262.96,76.35,2.5,96.12,91.59,Medium
85.85,17.3,0.28,6.78,37.75,Medium
249.04,66.14,6.75,63.77,48.99,Medium
425.13,79.31,4.12,8.84,23.69,Medium
492.23,6.95,2.44,40.22,22.24,Medium
300.93,24.47,3.74,29.45,22.8,Medium
12.39,12.39,5.86,6.59,96.75,Medium
199.22,29.87,1.95,24.31,21.78,Medium
279.91,13.41,0.9,73.3,32.5,Medium
377.1,20.0,1.35,28.2,24.01,Medium
94.3,92.32,0.86,49.51,60.34,Medium
223.54,56.89,1.93,18.23,52.94,Medium
278.86,49.59,0.34,58.2,32.96,Medium
430.7,3.65,6.98,31.27,24.26,Medium
326.75,42.21,7.83,88.65,39.46,Medium
438.73,62.41,0.7,32.51,81.62,Medium
144.14,31.67,0.68,18.81,34.36,Medium
107.34,95.25,7.51,39.85,84.2,Medium
241.42,97.17,5.31,97.32,79.0,Medium
110.88,89.37,2.79,80.35,49.28,Medium
197.0,26.31,3.47,20.83,67.98,Medium
138.09,92.8,1.89,25.44,82.82,Low
221.83,22.79,3.27,69.76,56.93,Medium
187.31,15.41,5.11,57.92,96.75,Medium
169.91,43.77,2.53,69.78,8.81,Medium
346.02,51.65,4.84,5.08,30.49,Medium
296.39,81.64,2.37,44.13,50.8,Medium
214.49,35.53,5.14,98.62,69.14,Medium
176.85,20.55,4.15,58.18,24.87,Medium
166.46,86.65,3.12,3.66,65.18,Medium
195.18,98.26,2.6,30.48,83.22,Medium
215.85,12.4,3.77,87.74,22.81,Medium
399.99,53.34,5.82,93.52,59.13,Medium
5.31,67.81,2.42,31.66,61.84,Medium
332.46,23.91,3.03,46.31,97.78,Medium
107.96,85.18,2.62,18.73,73.33,Medium
370.32,43.09,5.97,90.17,91.42,Medium
426.16,7.44,4.07,54.45,44.3,Medium
43.92,63.6,5.15,48.05,69.08,Medium
295.4,29.36,6.88,17.0,65.68,Medium
273.51,62.42,7.46,7.67,53.68,Medium
453.33,32.58,0.19,9.96,65.84,Medium
366.58,95.1,5.28,25.99,15.56,Medium
247.62,2.32,1.34,28.68,3.93,Medium
436.11,5.26,5.76,73.79,38.14,Medium
9.23,34.1,4.3,80.61,49.91,Medium
254.56,20.52,5.63,61.69,8.88,Medium
456.85,44.65,6.28,17.46,64.33,Medium
108.39,71.79,1.71,67.51,48.09,Medium
413.12,72.04,1.46,46.25,88.97,Medium
400.07,26.2,7.54,17.81,66.79,Medium
471.9,90.84,2.74,27.42,85.83,Low
90.72,17.67,4.05,77.74,91.68,Medium
31.79,69.71,0.61,91.73,96.87,Medium
56.26,8.1,1.2,43.69,82.39,Medium
290.68,10.35,3.01,88.17,89.27,Medium
492.04,46.82,5.02,93.87,29.83,Medium
184.69,43.08,7.2,56.01,68.65,Medium
304.78,79.2,0.69,70.45,68.05,Medium
61.08,11.82,0.98,3.21,78.72,Medium
3.49,70.49,7.78,93.88,99.18,Medium
217.81,67.19,2.17,62.85,92.94,Medium
400.06,61.71,0.56,55.26,32.93,Medium
251.37,60.51,0.83,56.18,10.97,Medium
32.21,16.27,0.98,1.1,93.97,Medium
326.32,32.07,3.35,79.8,97.11,Medium
121.25,9.48,7.82,74.1,49.06,Medium
360.87,53.84,7.51,46.26,16.35,Medium
239.61,46.29,2.47,29.91,21.71,Medium
345.26,19.57,3.56,45.5,45.49,Medium
313.54,53.45,6.09,99.18,16.1,Medium
46.63,56.25,6.61,77.74,45.72,Medium
493.84,61.71,0.28,56.06,38.05,Medium
164.32,46.51,1.59,50.01,96.67,Medium
169.23,29.14,6.07,89.25,58.23,Medium
457.63,72.97,2.7,19.1,36.59,Medium
447.14,60.93,5.04,83.29,13.0,Medium
427.3,49.79,1.09,10.56,62.25,Medium
209.71,64.84,5.75,90.1,66.23,Medium
280.33,0.96,1.6,89.95,74.57,Medium
186.04,42.59,7.12,82.95,28.11,Medium
10.13,19.45,7.09,11.43,42.03,Medium
167.42,7.95,3.46,20.55,63.01,Low
157.2,18.59,1.58,26.77,71.57,Medium
140.74,15.38,7.56,50.53,29.27,Medium
293.71,31.58,1.56,39.52,78.71,Medium
447.52,17.65,4.94,22.97,88.03,Medium
209.22,38.18,5.26,42.33,20.43,Medium
29.89,29.25,3.74,39.5,63.36,Medium
204.0,69.63,7.22,49.8,83.2,Medium
201.54,25.28,7.43,88.78,79.98,Medium
103.44,9.49,6.48,90.93,46.09,Medium
443.78,99.36,5.56,60.89,34.8,Medium
196.06,72.11,1.21,50.35,45.2,Medium
171.78,65.25,2.24,45.68,64.47,Medium
323.62,8.16,6.76,2.49,69.98,Medium
363.14,91.17,7.39,23.95,90.49,Medium
231.11,73.62,3.9,64.81,9.21,Medium
479.74,6.32,6.8,51.92,36.47,Medium
123.7,12.85,0.83,12.98,47.38,Medium
173.56,99.23,3.0,7.11,16.24,Medium
243.58,18.35,1.22,35.38,55.24,Medium
293.94,10.1,3.03,45.43,22.53,Medium
190.34,48.93,1.86,63.55,80.43,Medium
259.07,79.01,2.12,95.61,94.25,Medium
386.22,10.58,2.04,58.25,16.5,Medium
428.07,73.49,2.87,98.36,20.59,Medium
473.9,78.44,0.78,43.11,67.99,Medium
135.06,88.04,6.81,21.49,2.61,Low
4.14,90.64,4.9,77.58,44.66,Medium
455.88,26.17,6.44,37.39,81.79,Medium
148.64,44.5,5.02,48.5,23.08,Medium
268.51,25.82,2.96,33.4,56.14,Medium
35.94,73.09,1.55,93.1,0.04,Medium
208.43,99.38,5.65,51.69,7.71,Medium
48.21,40.8,6.06,8.06,67.38,Medium
246.67,64.17,1.62,78.57,89.07,Medium
152.08,19.26,0.77,31.5,79.35,Medium
402.61,94.25,0.25,25.26,64.5,Low
182.91,84.34,0.89,10.81,96.55,Medium
289.42,98.48,6.81,3.2,41.02,Medium
433.47,81.93,0.01,60.09,39.85,Medium
59.44,36.73,0.72,95.67,66.15,Medium
222.46,11.32,6.3,56.08,59.73,Medium
490.94,64.91,2.88,85.5,91.12,Medium
468.8,59.91,1.41,99.66,43.28,Medium
53.75,58.44,0.85,24.02,55.57,Low
480.21,25.19,7.18,49.62,2.29,Medium
306.42,22.12,6.0,15.93,59.12,Medium
303.63,25.79,6.7,32.08,81.25,Medium
428.43,44.33,6.64,50.42,58.87,Medium
426.33,38.53,2.16,45.73,35.81,Medium
220.51,30.12,5.89,68.56,27.63,Medium
